timestamp,delta,gamma,vega,theta
2025-12-15 13:57:20+00:00,0.47354767362190064,-2.9217593603142496e-05,-12661.465722654504,21647.86434055336
2025-12-15 14:20:25+00:00,0.4676171945989306,-2.9020895405065367e-05,-12673.468434947923,21754.30772101965
2025-12-15 14:43:05+00:00,0.47856717633112167,-2.922149613705766e-05,-12641.988297110453,21692.830245809186
2025-12-15 15:02:35+00:00,0.5236021633957983,-2.9646066311674027e-05,-12420.157122581531,21375.342577952277
2025-12-15 15:22:55+00:00,0.5492887100557968,-2.971020532949534e-05,-12222.954064761498,21084.700358885326
2025-12-15 15:42:25+00:00,0.5500868815555402,-2.9630618055746945e-05,-12212.81707978942,21136.954029050114
2025-12-15 16:02:55+00:00,0.5475017087991816,-2.972449231986293e-05,-12234.69922779793,21110.54260152627
2025-12-15 16:23:55+00:00,0.54882989138289,-2.9921007186402586e-05,-12224.981608335096,20961.569235008687
2025-12-15 16:45:15+00:00,0.5664368291297908,-2.963288765158887e-05,-12056.242967587032,20900.131024665345
2025-12-15 17:07:35+00:00,0.5677973232198202,-2.9661851768214008e-05,-12041.415647362131,20862.407584315588
2025-12-15 17:29:15+00:00,0.5717545365851314,-2.958944000462309e-05,-11998.190949189311,20846.39219944158
2025-12-15 17:50:35+00:00,0.5836411048102761,-2.9540618364572314e-05,-11869.374015759544,20640.363785539266
2025-12-15 18:12:15+00:00,0.5830633050918005,-2.96040038536341e-05,-11875.2501326787,20615.816723839955
2025-12-15 18:34:05+00:00,0.594925494060947,-2.9558518858209006e-05,-11737.6715862113,20372.90932164404
2025-12-15 18:56:25+00:00,0.5727250515482218,-2.9660180839752248e-05,-11981.883226153046,20805.5652294796
2025-12-15 19:18:45+00:00,0.5779696531217665,-2.9802259329334022e-05,-11928.516352702218,20608.332132349227
2025-12-15 19:41:15+00:00,0.5722262511409666,-2.971339126336418e-05,-11984.032039065822,20792.169618804364
2025-12-15 20:04:25+00:00,0.5762898603869233,-2.9628956553324273e-05,-11938.1215155677,20777.985393604387
2025-12-15 20:25:35+00:00,0.5828943270367677,-2.9622549341840987e-05,-11865.462095723273,20648.59925707886
2025-12-15 20:47:25+00:00,0.5829909110536924,-2.9611948700699184e-05,-11862.180866884364,20660.73770430423
2025-12-15 21:10:05+00:00,0.5895774952645431,-2.9607641905629832e-05,-11786.658827448375,20519.07881325802
2025-12-15 21:33:35+00:00,0.5776980462281297,-2.9831843153789384e-05,-11919.765931537087,20635.947413180886
2025-12-15 21:56:55+00:00,0.5693442670374035,-2.9845395948711565e-05,-12003.412603444458,20797.533122446337
2025-12-15 22:20:45+00:00,0.5781668553568151,-2.9780785547364763e-05,-11909.386063020762,20676.496727794027
2025-12-15 22:46:20+00:00,0.576265243045884,-2.9631606695949472e-05,-11923.677069834219,20828.104615392876
2025-12-15 23:09:35+00:00,0.5659803766364693,-2.9680633870609942e-05,-12026.381414882668,20997.387300732556
2025-12-15 23:33:05+00:00,0.5681760781998015,-2.9794877143323184e-05,-12005.090818559773,20884.969258054953
2025-12-15 23:56:15+00:00,0.5647815910869434,-2.9806135668158598e-05,-12036.26346213073,20944.91657040546
2025-12-16 00:19:05+00:00,0.5692118611242536,-2.9685389339365802e-05,-11988.296708941376,20957.648919962572
2025-12-16 00:42:05+00:00,0.5735442388873593,-2.9572855736746787e-05,-11939.967911043896,20961.417743673817
2025-12-16 01:05:25+00:00,0.5786468577394774,-2.9551015399607312e-05,-11884.08882316228,20879.740037378873
2025-12-16 01:27:15+00:00,0.580123748759368,-2.9567960565743462e-05,-11866.747897223435,20843.197924169344
2025-12-16 01:49:05+00:00,0.585512552586493,-2.9695287916991975e-05,-11809.11899533346,20641.24770422038
2025-12-16 02:11:45+00:00,0.5789895730107362,-2.9870623939911734e-05,-11881.65152582592,20670.158909616224
2025-12-16 02:34:55+00:00,0.5738566472987825,-2.9891255160427955e-05,-11933.390821426201,20767.918782509863
2025-12-16 02:58:05+00:00,0.5829301479849569,-2.979932237580506e-05,-11833.574972121487,20649.067944641352
2025-12-16 03:21:15+00:00,0.586994829845396,-2.9897159491784548e-05,-11789.101744841184,20496.891638929195
2025-12-16 03:43:45+00:00,0.5865112149588415,-2.9951476636359574e-05,-11793.697184502487,20477.94107234758
2025-12-16 04:08:40+00:00,0.5840135956431247,-2.9861721826666172e-05,-11816.808850493535,20604.150936849048
2025-12-16 04:33:15+00:00,0.5900383007043664,-2.9926461707903512e-05,-11749.16361517918,20427.875740186886
2025-12-16 04:55:05+00:00,0.5865354358867885,-2.9948755493992573e-05,-11786.898218128892,20501.724797331543
2025-12-16 05:18:15+00:00,0.5811432301133446,-2.999701194136613e-05,-11844.565949121818,20596.248807479187
2025-12-16 05:41:05+00:00,0.5794462607878803,-3.0001792017962156e-05,-11860.636969145222,20636.491417423207
2025-12-16 06:06:25+00:00,0.5734828543887667,-3.011081666833569e-05,-11922.478922403434,20690.980953468163
2025-12-16 06:31:55+00:00,0.56613304905924,-3.0011182861789165e-05,-11990.871152345966,20904.97902182406
2025-12-16 06:57:35+00:00,0.5625356609922818,-3.0041672083621197e-05,-12023.3769578744,20953.950893343546
2025-12-16 07:22:25+00:00,0.5737607495573684,-3.0080609195722933e-05,-11912.037396681872,20730.582448560715
2025-12-16 07:48:25+00:00,0.5798665284940341,-2.9955485714206296e-05,-11843.526850694801,20700.05089796769
2025-12-16 08:12:25+00:00,0.5733045903806736,-2.9950865293031017e-05,-11909.323195592366,20845.44137555035
2025-12-16 08:34:45+00:00,0.5723965402707956,-3.0048993412110054e-05,-11918.528735618225,20802.211298505244
2025-12-16 08:59:00+00:00,0.5719403168284287,-3.009833164194396e-05,-11921.915484004227,20784.680119768414
2025-12-16 09:47:55+00:00,0.569323509177262,-3.002361598612568e-05,-11941.889033890106,20901.6838483778
2025-12-16 10:12:35+00:00,0.5685820311024802,-3.01030136384043e-05,-11948.521937848182,20868.181907368453
2025-12-16 10:38:35+00:00,0.5648151559231864,-3.0150954497517603e-05,-11983.465415122064,20910.54674710175
2025-12-16 11:01:25+00:00,0.5488505701432251,-3.008572403520266e-05,-12123.323095812857,21207.054736082435
2025-12-16 11:23:25+00:00,0.5475310891099021,-3.0051484295187636e-05,-12131.703176285862,21255.59256696648
2025-12-16 11:48:15+00:00,0.5461879323404476,-3.001989629770024e-05,-12139.940576671674,21303.140412447618
2025-12-16 12:12:45+00:00,0.5389643817500264,-3.007752170764467e-05,-12196.068199105208,21353.397094929453
2025-12-16 12:36:05+00:00,0.5432650419903629,-2.9980895524593524e-05,-12158.522534720618,21382.060246023728
2025-12-16 12:59:35+00:00,0.5424670585638239,-3.005992823907057e-05,-12163.9770954519,21342.856351318354
2025-12-16 13:22:05+00:00,0.5384054349725796,-3.0132381824334596e-05,-12194.658719383273,21343.275079009134
2025-12-16 13:43:05+00:00,0.5445491822644634,-2.9853816947162832e-05,-12139.715231864779,21480.04881396842
2025-12-16 14:04:05+00:00,0.5697817959610503,-2.9974573531860687e-05,-11912.692267339902,21010.521397960543
2025-12-16 14:24:55+00:00,0.5519044477977378,-3.0112738237194705e-05,-12078.727834621794,21213.473620879966
2025-12-16 14:44:45+00:00,0.5436487286992868,-2.9942912431570758e-05,-12142.683059772678,21447.430775726043
2025-12-16 15:04:55+00:00,0.5462968976593074,-3.0008999942142652e-05,-12120.358753324339,21374.614923650035
2025-12-16 15:25:45+00:00,0.5468227170279645,-3.0122706115037095e-05,-12115.9966306721,21294.211988739917
2025-12-16 15:46:55+00:00,0.5319007392718447,-3.011638209043348e-05,-12228.809540986238,21464.600892370312
2025-12-16 16:07:15+00:00,0.5231100397359258,-3.0000397838179508e-05,-12285.392554215752,21620.20313809825
2025-12-16 16:28:55+00:00,0.5194840345084217,-2.972006356478732e-05,-12302.878760997302,21852.727012654446
2025-12-16 16:51:05+00:00,0.5240653711960898,-2.9756471267014044e-05,-12271.63233960614,21806.10955259093
2025-12-16 17:13:05+00:00,0.5248196108186626,-2.984074353007526e-05,-12265.671768728529,21746.922311310045
2025-12-16 17:35:35+00:00,0.5315908032899803,-2.9827825233403047e-05,-12216.456375640455,21711.616009349807
2025-12-16 17:57:05+00:00,0.5422062633102429,-2.9921919842839105e-05,-12135.701063784087,21543.660717704795
2025-12-16 18:19:05+00:00,0.5355974685451554,-2.9920286747917608e-05,-12184.421426816323,21622.41291761912
2025-12-16 18:41:05+00:00,0.5222185619085123,-2.9773872342085074e-05,-12273.469211248408,21842.483962857164
2025-12-16 19:03:45+00:00,0.5290299231099719,-2.9913481823935825e-05,-12227.419830735354,21700.44477819035
2025-12-16 19:26:25+00:00,0.5362489315090282,-3.0017983608762e-05,-12174.667511017093,21568.296393929068
2025-12-16 19:49:25+00:00,0.5290572983140731,-3.0069096975621075e-05,-12225.088036199477,21603.305165931244
2025-12-16 20:12:05+00:00,0.532810669601562,-3.002880964320263e-05,-12195.763450790195,21608.264103682723
2025-12-16 20:34:25+00:00,0.5292867977209202,-3.0047225274622753e-05,-12218.891197575946,21632.39395573557
2025-12-16 20:56:35+00:00,0.527092187652475,-3.0256501572549034e-05,-12234.73446874779,21506.975562215954
2025-12-16 21:18:40+00:00,0.526975784793252,-3.026760941108659e-05,-12233.561089430652,21507.35400397617
2025-12-16 21:42:05+00:00,0.5232768021627303,-3.029971098926453e-05,-12256.196767650523,21517.614783620655
2025-12-16 22:04:55+00:00,0.5233357310319766,-3.029414130153883e-05,-12253.55631543522,21528.882123213716
2025-12-16 22:33:50+00:00,0.5238944056754729,-3.0241346961264855e-05,-12246.470688487077,21572.63681181643
2025-12-16 23:00:25+00:00,0.5263631804488008,-3.0326080297773714e-05,-12228.73352290763,21504.495067154123
2025-12-16 23:23:45+00:00,0.5280689492019004,-3.0323700319540854e-05,-12214.949317744351,21501.452463937134
2025-12-16 23:50:30+00:00,0.5274861869090969,-3.0379615149270635e-05,-12217.104320196038,21475.251999613287
2025-12-17 00:15:45+00:00,0.5322975836233557,-3.04023409432804e-05,-12181.624338449634,21428.77854134432
2025-12-17 00:39:55+00:00,0.536151573412434,-3.05195760660541e-05,-12153.092402812556,21319.00872812426
2025-12-17 01:06:25+00:00,0.5292532880891809,-3.037146720575977e-05,-12197.668163857752,21492.994208174972
2025-12-17 01:32:25+00:00,0.5247467693914512,-3.0480461022352018e-05,-12226.88982043706,21457.758525102654
2025-12-17 01:57:35+00:00,0.5345762560078673,-3.050879821278002e-05,-12157.057309430467,21367.565680737487
2025-12-17 02:20:35+00:00,0.5414803870242195,-3.0491541059816674e-05,-12102.773113475567,21316.498613124844
2025-12-17 02:43:45+00:00,0.5381554372193473,-3.048777774755891e-05,-12125.908843698113,21362.635103655586
2025-12-17 03:07:25+00:00,0.5315756241727578,-3.047267696539316e-05,-12171.324496980867,21443.21465314252
2025-12-17 03:33:35+00:00,0.5408034727625058,-3.055950091048751e-05,-12102.108963728311,21301.002918615497
2025-12-17 04:02:45+00:00,0.5425552068524118,-3.0552630022864636e-05,-12085.641283336488,21295.87340348477
2025-12-17 04:27:55+00:00,0.5473688210911182,-3.057644137805997e-05,-12045.170348197955,21229.40047387243
2025-12-17 04:53:15+00:00,0.5576934440378165,-3.055125001305195e-05,-11954.321317375074,21109.302412113102
2025-12-17 05:16:25+00:00,0.5637322255559475,-3.0623826555189223e-05,-11898.545605256695,20968.59951573147
2025-12-17 05:39:45+00:00,0.5706277212898495,-3.060511999363722e-05,-11830.248292286926,20864.95214758478
2025-12-17 06:03:50+00:00,0.554929773095072,-3.0665165132194694e-05,-11973.940488228522,21096.04197379319
2025-12-17 06:25:05+00:00,0.551539980502756,-3.066728341579859e-05,-12000.968295886893,21150.131438435255
2025-12-17 06:50:40+00:00,0.558432460987411,-3.065088671410119e-05,-11938.464577596173,21068.105675801846
2025-12-17 07:14:05+00:00,0.5613234979481849,-3.070176245451092e-05,-11911.110489938595,20994.54327796511
2025-12-17 07:37:45+00:00,0.5515682834871584,-3.084060748013214e-05,-11996.730175890809,21054.989377578324
2025-12-17 08:01:25+00:00,0.5542622548140343,-3.09137241836572e-05,-11972.821321536094,20974.982200218965
2025-12-17 08:25:25+00:00,0.5631330409114862,-3.087082441210038e-05,-11890.8947238022,20873.040090741237
2025-12-17 08:47:25+00:00,0.5687968655033402,-3.080632398780975e-05,-11834.35853259987,20824.185788994073
2025-12-17 09:11:45+00:00,0.5683222320801153,-3.085854708608501e-05,-11837.620056414842,20805.614013500934
2025-12-17 09:36:25+00:00,0.5720238720230799,-3.0823251465196843e-05,-11798.763927228178,20768.22513147549
2025-12-17 10:03:05+00:00,0.5730031151155784,-3.090273179815313e-05,-11788.176558634696,20704.645980854577
2025-12-17 10:27:15+00:00,0.5605950176866692,-3.0962073047634286e-05,-11904.184908948195,20893.490229705654
2025-12-17 10:50:25+00:00,0.5610821379502804,-3.0909479730355875e-05,-11896.677696530327,20928.795751906197
2025-12-17 11:14:55+00:00,0.5576061946839737,-3.110094477485051e-05,-11928.668564069158,20862.83833044242
2025-12-17 11:40:05+00:00,0.5546200568646633,-3.0875873401956856e-05,-11948.436635918813,21068.20266029476
2025-12-17 12:04:35+00:00,0.547688028336702,-3.089176054576266e-05,-12004.276257359861,21160.669800545154
2025-12-17 12:27:50+00:00,0.547856310438729,-3.0874310253977765e-05,-12000.424121118258,21178.27193526462
2025-12-17 12:50:30+00:00,0.5502687559647945,-3.079960075880662e-05,-11977.266015602389,21205.387618685654
2025-12-17 13:13:15+00:00,0.5492234000634558,-3.0732636842675555e-05,-11982.658110889583,21273.30358056017
2025-12-17 13:37:25+00:00,0.5439822740158291,-3.0408701738507934e-05,-12017.46057132773,21574.893647234076
2025-12-17 14:00:15+00:00,0.5268297814658935,-2.9964231935096498e-05,-12134.316087599602,22071.59160869028
2025-12-17 14:22:45+00:00,0.524011757101813,-3.0230259427139883e-05,-12154.333696325066,21904.940669676253
2025-12-17 14:43:15+00:00,0.5356069210374038,-3.057346559009449e-05,-12077.25859183106,21571.83087841149
2025-12-17 15:02:45+00:00,0.4697084819532612,-2.925219614057066e-05,-12385.28274484283,22603.097119910937
2025-12-17 15:22:25+00:00,0.4639557703207282,-2.9040891734015673e-05,-12395.065950105474,22719.87996733587
2025-12-17 15:42:55+00:00,0.4897518745498576,-2.9686018195999534e-05,-12320.125306479507,22401.327162475063
2025-12-17 16:00:45+00:00,0.5436760964849653,-2.9940203568203118e-05,-11998.637391014114,21966.176701150926
2025-12-17 16:19:25+00:00,0.5574174442119466,-3.0057431505761675e-05,-11883.1318376804,21694.710070195262
2025-12-17 16:38:05+00:00,0.5608729913952659,-2.987048365161331e-05,-11846.642016229998,21780.129165888975
2025-12-17 16:57:35+00:00,0.5520120143423931,-3.0101762756227163e-05,-11927.362428001821,21757.66031302531
2025-12-17 17:18:25+00:00,0.5518506343367053,-3.0118229335474455e-05,-11927.04488067837,21755.29569754416
2025-12-17 17:41:15+00:00,0.5613337614814897,-3.016793308501477e-05,-11842.134052050424,21579.322900983454
2025-12-17 18:02:45+00:00,0.557775703153929,-3.0192496099319653e-05,-11872.652048358636,21627.533869008592
2025-12-17 18:24:45+00:00,0.5582604203074373,-2.997023028956057e-05,-11862.13924137983,21787.757818158618
2025-12-17 18:47:15+00:00,0.5818274567742237,-2.9739725993776527e-05,-11624.77052152584,21503.940716320216
2025-12-17 19:07:45+00:00,0.5871520122774094,-2.91564277439627e-05,-11551.579815702335,21813.824997505955
2025-12-17 19:28:15+00:00,0.5831838781649004,-2.9590773159599897e-05,-11603.132325133078,21595.04187475909
2025-12-17 19:51:15+00:00,0.5768548716462807,-2.9568151480393698e-05,-11666.867895181396,21761.346548497753
2025-12-17 20:13:55+00:00,0.5856755517056643,-2.9496420698835916e-05,-11569.832512446137,21620.921239971693
2025-12-17 20:36:15+00:00,0.5769038957813046,-2.9562877471249692e-05,-11662.056177280581,21779.81603027765
2025-12-17 20:58:15+00:00,0.5801237487593773,-2.956796056574529e-05,-11626.685291180582,21712.805913397977
2025-12-17 21:20:55+00:00,0.58124206609097,-2.9804083975968057e-05,-11618.143437070281,21523.487804954584
2025-12-17 21:45:15+00:00,0.5802609236345844,-2.991205073626889e-05,-11628.568336061684,21476.115048620053
2025-12-17 22:11:35+00:00,0.5771780586388777,-2.988850661233005e-05,-11657.491524978343,21569.5127839496
2025-12-17 22:36:35+00:00,0.5707949377772996,-2.9866239318979925e-05,-11718.69300601284,21725.795878428522
2025-12-17 23:01:15+00:00,0.5707949377772996,-2.9866239318979918e-05,-11716.379675184702,21734.375988741347
2025-12-17 23:24:35+00:00,0.5759395470244677,-2.984409371963123e-05,-11662.355011426756,21653.301965984763
2025-12-17 23:49:10+00:00,0.5737355089741092,-3.0083352490694212e-05,-11687.297552110556,21535.2110575812
2025-12-18 00:13:25+00:00,0.5724977235445334,-3.003805426679507e-05,-11696.385884926282,21601.184893335878
2025-12-18 00:38:45+00:00,0.5691959441296424,-3.0037271275224198e-05,-11726.294330011007,21675.510050122262
2025-12-18 01:04:25+00:00,0.5756816785561716,-3.0051754931757638e-05,-11660.057129384906,21543.53642042104
2025-12-18 01:27:15+00:00,0.5786517271326361,-3.0089397633040836e-05,-11628.431144532848,21460.985542376755
2025-12-18 01:51:25+00:00,0.5774011743321696,-3.0227446120196032e-05,-11641.911211902674,21398.169060974076
2025-12-18 02:14:15+00:00,0.5637729330728459,-3.026162058104084e-05,-11773.014645701836,21647.51533311255
2025-12-18 02:36:45+00:00,0.5608606974518552,-3.0217669561788282e-05,-11796.746902857569,21737.17227908395
2025-12-18 03:01:25+00:00,0.5611762465794417,-3.0184491148268476e-05,-11790.925858443321,21764.342628863873
2025-12-18 03:24:30+00:00,0.5663601422366837,-3.03413000235474e-05,-11743.730852260824,21568.552825307746
2025-12-18 03:47:55+00:00,0.563845830428988,-3.043171344204295e-05,-11766.683700035279,21557.669478715557
2025-12-18 04:13:05+00:00,0.5577357983028577,-3.037073723571496e-05,-11818.344307000463,21712.39642364613
2025-12-18 04:36:15+00:00,0.5542657167142973,-3.0384060114216833e-05,-11846.561093779783,21764.759812145734
2025-12-18 05:02:55+00:00,0.5577892292767497,-3.0365138225604897e-05,-11813.033582640554,21732.972674639823
2025-12-18 05:29:15+00:00,0.564446542044546,-3.054695689983817e-05,-11753.68732482917,21500.80436066112
2025-12-18 05:55:55+00:00,0.5685749863697005,-3.04630192008007e-05,-11710.781062877,21493.615432280527
2025-12-18 06:20:55+00:00,0.5661777550737598,-3.036088421113547e-05,-11729.153011486782,21619.29834202898
2025-12-18 06:50:55+00:00,0.5657901685228113,-3.05830891400038e-05,-11734.145583326968,21479.637754258143
2025-12-18 07:17:15+00:00,0.5548542564886729,-3.0497073722158853e-05,-11828.105264869204,21731.56676546565
2025-12-18 07:47:15+00:00,0.5566091506576528,-3.048886244723843e-05,-11809.919677297914,21720.88466881692
2025-12-18 08:12:20+00:00,0.5597740169189267,-3.0508649638927627e-05,-11779.973901569772,21664.67135340396
2025-12-18 08:35:05+00:00,0.5492622072216257,-3.05546895004438e-05,-11868.536262550819,21798.38127202985
2025-12-18 08:58:15+00:00,0.5500871877664854,-3.0469815332193334e-05,-11858.137403439958,21855.91124953397
2025-12-18 09:21:55+00:00,0.5526637325374458,-3.055043587786645e-05,-11835.732216525508,21769.92913367743
2025-12-18 09:47:45+00:00,0.5386942583009133,-3.0434235381554095e-05,-11942.312677493434,22039.78876370584
2025-12-18 10:12:45+00:00,0.5369790421262373,-3.0437742809210558e-05,-11952.624996649058,22064.26094069806
2025-12-18 10:41:05+00:00,0.5381128367398857,-3.0325692624429383e-05,-11939.865341194012,22144.02655199293
2025-12-18 11:04:55+00:00,0.5414762349309423,-3.032415792724849e-05,-11912.166099587299,22116.217797535468
2025-12-18 11:32:15+00:00,0.5415880263472665,-3.0313006581247994e-05,-11908.499262350564,22132.852932406255
2025-12-18 11:57:35+00:00,0.540466273424599,-3.0424945379584226e-05,-11916.318187532243,22073.331523424004
2025-12-18 12:22:35+00:00,0.5412803953667753,-3.034369545457886e-05,-11906.469918505874,22132.088363002647
2025-12-18 12:46:25+00:00,0.5372633067986852,-3.040964115464119e-05,-11935.256799806515,22136.7600576333
2025-12-18 13:09:15+00:00,0.5255424580047913,-3.0404448172904264e-05,-12014.105326120069,22251.869766942727
2025-12-18 13:31:35+00:00,0.5117271394758911,-2.997011870855919e-05,-12089.911749963381,22655.82952973915
2025-12-18 13:50:25+00:00,0.482799058077349,-2.9700359425482256e-05,-12214.834267356511,22845.836782596587
2025-12-18 14:11:05+00:00,0.4943635747893018,-2.986801963501885e-05,-12170.050562736937,22762.990386667403
2025-12-18 14:31:05+00:00,0.48806110341271525,-2.997049469322116e-05,-12194.013983370622,22676.73931446431
2025-12-18 14:51:25+00:00,0.5144036479046832,-3.0497478709611393e-05,-12072.941112946943,22283.16234771461
2025-12-18 15:11:15+00:00,0.5117747066692427,-3.0426700706361633e-05,-12084.855079162826,22351.871467918198
2025-12-18 15:32:25+00:00,0.5062022884566086,-3.062442587718942e-05,-12114.023000610838,22229.197231607224
2025-12-18 15:53:35+00:00,0.4933396919002694,-3.0396737681671673e-05,-12168.464138762405,22402.5913899736
2025-12-18 16:15:25+00:00,0.5130251290133101,-3.0625397915638914e-05,-12073.793570062931,22225.717245106738
2025-12-18 16:37:20+00:00,0.5145672960789236,-3.08003404747509e-05,-12064.91622604282,22101.451020358683
2025-12-18 17:00:25+00:00,0.5192145338570799,-3.068408094585623e-05,-12034.402403776427,22171.627130704925
2025-12-18 17:18:25+00:00,0.5847134372017894,-3.05325169143396e-05,-11485.818653173354,21340.32120982211
2025-12-18 17:37:25+00:00,0.5758094410088325,-3.0403440844244437e-05,-11572.7806699522,21636.34755147013
2025-12-18 17:59:35+00:00,0.5670853933437039,-3.06248506123576e-05,-11659.391683234668,21660.37493020704
2025-12-18 18:21:05+00:00,0.5605732271720751,-3.0602092557737844e-05,-11716.466440905611,21799.62902478431
2025-12-18 18:43:35+00:00,0.5627361676551604,-3.055043538256835e-05,-11693.923616509333,21807.34022701148
2025-12-18 19:05:05+00:00,0.5941458550474633,-3.021718108360043e-05,-11366.253494052697,21364.940841557178
2025-12-18 19:26:45+00:00,0.593063490424967,-3.0342946458717082e-05,-11379.20274053591,21312.06364609804
2025-12-18 19:47:05+00:00,0.6218180873684259,-2.9690134774366996e-05,-11013.792545006065,20916.1659160422
2025-12-18 20:07:25+00:00,0.6094233795564385,-2.998645623786362e-05,-11176.10233398385,21115.394775759785
2025-12-18 20:29:35+00:00,0.6083689269062007,-2.9715555553391718e-05,-11179.943728026048,21348.001260350455
2025-12-18 20:51:35+00:00,0.6071668347351338,-2.985871879574493e-05,-11196.185019981138,21289.685132418777
2025-12-18 21:14:15+00:00,0.6025627888162475,-2.9623382722853224e-05,-11243.075307345978,21603.733579892847
2025-12-18 21:35:45+00:00,0.585562986690594,-2.9872763683414915e-05,-11438.239343932459,21882.96707466876
2025-12-18 21:58:25+00:00,0.5865521617194028,-2.9762342499395633e-05,-11423.003988442004,21948.062805421065
2025-12-18 22:19:55+00:00,0.5945229944642919,-2.9981285195584772e-05,-11338.428083992461,21591.722174555
2025-12-18 22:42:35+00:00,0.5884594918078481,-2.9732855220005788e-05,-11397.561756972453,21938.139621007696
2025-12-18 23:04:35+00:00,0.591800077044977,-2.9726833481702682e-05,-11358.663328913772,21864.688421772196
2025-12-18 23:29:15+00:00,0.5934971440860064,-2.97208238246604e-05,-11337.305087339986,21833.162257720625
2025-12-18 23:54:15+00:00,0.5939964698068125,-2.9851828768484666e-05,-11332.510970978421,21732.984758712013
2025-12-19 00:19:25+00:00,0.5911361114432627,-2.9802015023445006e-05,-11360.813718263764,21853.58835165564
2025-12-19 00:43:35+00:00,0.5985771881539261,-2.970415269677616e-05,-11272.280724331213,21733.036057402034
2025-12-19 01:08:30+00:00,0.5957505429495049,-2.9839959080634372e-05,-11305.564834033403,21720.888134031004
2025-12-19 01:32:35+00:00,0.6015761121965392,-2.9738389498759955e-05,-11233.774321163177,21640.13782237142
2025-12-19 01:56:35+00:00,0.5981662500028727,-2.9943096171808308e-05,-11276.071737387203,21596.906464820506
2025-12-19 02:19:25+00:00,0.6001639424524694,-2.99032661634436e-05,-11249.970488358756,21577.697385952393
2025-12-19 02:43:05+00:00,0.5912904263401,-2.997217129085146e-05,-11349.67633715378,21776.87937011394
